Doc_ID	Sent_ID	Word	SR4GN	Biobert	compare
10835480_v0.xml	7	the	O	O	0
10835480_v0.xml	7	PA700	O	O	0
10835480_v0.xml	7	(	O	O	0
10835480_v0.xml	7	19S	O	O	0
10835480_v0.xml	7	)	O	O	0
10835480_v0.xml	7	regulatory	O	O	0
10835480_v0.xml	7	complex	O	O	0
10835480_v0.xml	7	of	O	O	0
10835480_v0.xml	7	26S	O	O	0
10835480_v0.xml	7	proteasome	O	O	0
10835480_v0.xml	7	.	O	O	0
10835480_v0.xml	8	The	O	O	0
10835480_v0.xml	8	analyses	O	O	0
10835480_v0.xml	8	indicated	O	O	0
10835480_v0.xml	8	that	O	O	0
10835480_v0.xml	8	the	O	O	0
10835480_v0.xml	8	insect	O	O	0
10835480_v0.xml	8	genes	O	O	0
10835480_v0.xml	8	contain	O	O	0
10835480_v0.xml	8	no	O	O	0
10835480_v0.xml	8	divergent	O	O	0
10835480_v0.xml	8	structural	O	O	0
10835480_v0.xml	8	features	O	O	0
10835480_v0.xml	8	,	O	O	0
10835480_v0.xml	8	which	O	O	0
10835480_v0.xml	8	taken	O	O	0
10835480_v0.xml	8	within	O	O	0
10835480_v0.xml	8	an	O	O	0
10835480_v0.xml	8	appraisal	O	O	0
10835480_v0.xml	8	of	O	O	0
10835480_v0.xml	8	all	O	O	0
10835480_v0.xml	8	available	O	O	0
10835480_v0.xml	8	data	O	O	0
10835480_v0.xml	8	,	O	O	0
10835480_v0.xml	8	makes	O	O	0
10835480_v0.xml	8	the	O	O	0
10835480_v0.xml	8	reported	O	O	0
10835480_v0.xml	8	alternative	O	O	0
10835480_v0.xml	8	function	O	O	0
10835480_v0.xml	8	highly	O	O	0
10835480_v0.xml	8	improbable	O	O	0
10835480_v0.xml	8	.	O	O	0
10835480_v0.xml	9	A	O	O	0
10835480_v0.xml	9	plausible	O	O	0
10835480_v0.xml	9	additional	O	O	0
10835480_v0.xml	9	role	O	O	0
10835480_v0.xml	9	,	O	O	0
10835480_v0.xml	9	in	O	O	0
10835480_v0.xml	9	which	O	O	0
10835480_v0.xml	9	the	O	O	0
10835480_v0.xml	9	26S	O	O	0
10835480_v0.xml	9	proteasome	O	O	0
10835480_v0.xml	9	is	O	O	0
10835480_v0.xml	9	implicated	O	O	0
10835480_v0.xml	9	in	O	O	0
10835480_v0.xml	9	regulation	O	O	0
10835480_v0.xml	9	of	O	O	0
10835480_v0.xml	9	phenol	O	O	0
10835480_v0.xml	9	oxidase	O	O	0
10835480_v0.xml	9	,	O	O	0
10835480_v0.xml	9	would	O	O	0
10835480_v0.xml	9	also	O	O	0
10835480_v0.xml	9	apply	O	O	0
10835480_v0.xml	9	to	O	O	0
10835480_v0.xml	9	at	O	O	0
10835480_v0.xml	9	least	O	O	0
10835480_v0.xml	9	the	O	O	0
10835480_v0.xml	9	mammalian	B	O	1
10835480_v0.xml	9	genes	O	O	0
10835480_v0.xml	9	.	O	O	0
10835480_v0.xml	10	No	O	O	0
10835480_v0.xml	10	function	O	O	0
10835480_v0.xml	10	has	O	O	0
10835480_v0.xml	10	yet	O	O	0
10835480_v0.xml	10	been	O	O	0
10835480_v0.xml	10	reported	O	O	0
10835480_v0.xml	10	for	O	O	0
10835480_v0.xml	10	the	O	O	0
10835480_v0.xml	10	other	O	O	0
10835480_v0.xml	10	included	O	O	0
10835480_v0.xml	10	sequences	O	O	0
10835480_v0.xml	10	.	O	O	0
10835480_v0.xml	11	These	O	O	0
10835480_v0.xml	11	were	O	O	0
10835480_v0.xml	11	from	O	O	0
10835480_v0.xml	11	genome	O	O	0
10835480_v0.xml	11	projects	O	O	0
10835480_v0.xml	11	and	O	O	0
10835480_v0.xml	11	included	O	O	0
10835480_v0.xml	11	Caenorhabiditus	O	B	1
10835480_v0.xml	11	elegans	O	I	1
10835480_v0.xml	11	,	O	O	0
10835480_v0.xml	11	Arabidopsis	B	B	0
10835480_v0.xml	11	thaliana	I	I	0
10835480_v0.xml	11	,	O	O	0
10835480_v0.xml	11	Fugu	B	B	0
10835480_v0.xml	11	rubripes	I	I	0
10835480_v0.xml	11	,	O	O	0
10835480_v0.xml	11	and	O	O	0
10835480_v0.xml	11	Toxoplasma	B	B	0
10835480_v0.xml	11	gondii	I	I	0
10835480_v0.xml	11	.	O	O	0
10835480_v0.xml	12	A	O	O	0
10835480_v0.xml	12	consensus	O	O	0
10835480_v0.xml	12	of	O	O	0
10835480_v0.xml	12	the	O	O	0
10835480_v0.xml	12	results	O	O	0
10835480_v0.xml	12	predicts	O	O	0
10835480_v0.xml	12	a	O	O	0
10835480_v0.xml	12	protein	O	O	0
10835480_v0.xml	12	containing	O	O	0
10835480_v0.xml	12	exceptionally	O	O	0
10835480_v0.xml	12	long	O	O	0
10835480_v0.xml	12	stretches	O	O	0
10835480_v0.xml	12	of	O	O	0
10835480_v0.xml	12	helix	O	O	0
10835480_v0.xml	12	with	O	O	0
10835480_v0.xml	12	a	O	O	0
10835480_v0.xml	12	hydrophilic	O	O	0
10835480_v0.xml	12	C-terminus	O	O	0
10835480_v0.xml	12	.	O	O	0
10835480_v0.xml	13	Phosphorylation	O	O	0
10835480_v0.xml	13	site	O	O	0
10835480_v0.xml	13	motifs	O	O	0
10835480_v0.xml	13	were	O	O	0
10835480_v0.xml	13	identified	O	O	0
10835480_v0.xml	13	at	O	O	0
10835480_v0.xml	13	two	O	O	0
10835480_v0.xml	13	conserved	O	O	0
10835480_v0.xml	13	positions	O	O	0
10835480_v0.xml	13	.	O	O	0
10835480_v0.xml	14	Possible	O	O	0
10835480_v0.xml	14	SRY	O	O	0
10835480_v0.xml	14	and	O	O	0
10835480_v0.xml	14	GATA-1	O	O	0
10835480_v0.xml	14	binding	O	O	0
10835480_v0.xml	14	motifs	O	O	0
10835480_v0.xml	14	were	O	O	0
10835480_v0.xml	14	found	O	O	0
10835480_v0.xml	14	at	O	O	0
10835480_v0.xml	14	conserved	O	O	0
10835480_v0.xml	14	positions	O	O	0
10835480_v0.xml	14	upstream	O	O	0
10835480_v0.xml	14	of	O	O	0
10835480_v0.xml	14	the	O	O	0
10835480_v0.xml	14	mosquito	O	O	0
10835480_v0.xml	14	genes	O	O	0
10835480_v0.xml	14	.	O	O	0
10835480_v0.xml	15	The	O	O	0
10835480_v0.xml	15	location	O	O	0
10835480_v0.xml	15	of	O	O	0
10835480_v0.xml	15	A.	O	B	1
10835480_v0.xml	15	stephensi	O	I	1
10835480_v0.xml	15	Dox-A2	O	O	0
10835480_v0.xml	15	was	O	O	0
10835480_v0.xml	15	determined	O	O	0
10835480_v0.xml	15	by	O	O	0
10835480_v0.xml	15	in	O	O	0
10835480_v0.xml	15	situ	O	O	0
10835480_v0.xml	15	hybridization	O	O	0
10835480_v0.xml	15	at	O	O	0
10835480_v0.xml	15	34D	O	O	0
10835480_v0.xml	15	on	O	O	0
10835480_v0.xml	15	chromosome	O	O	0
10835480_v0.xml	15	arm	O	O	0
10835480_v0.xml	15	3R	O	O	0
10835480_v0.xml	15	.	O	O	0
10835480_v0.xml	16	It	O	O	0
10835480_v0.xml	16	is	O	O	0
10835480_v0.xml	16	in	O	O	0
10835480_v0.xml	16	a	O	O	0
10835480_v0.xml	16	conserved	O	O	0
10835480_v0.xml	16	gene	O	O	0
10835480_v0.xml	16	cluster	O	O	0
10835480_v0.xml	16	with	O	O	0
10835480_v0.xml	16	respect	O	O	0
10835480_v0.xml	16	to	O	O	0
10835480_v0.xml	16	the	O	O	0
10835480_v0.xml	16	other	O	O	0
10835480_v0.xml	16	insects	O	O	0
10835480_v0.xml	16	.	O	O	0
10835480_v0.xml	17	However	O	O	0
10835480_v0.xml	17	,	O	O	0
10835480_v0.xml	17	the	O	O	0
10835480_v0.xml	17	A.	O	B	1
10835480_v0.xml	17	stephensi	O	I	1
10835480_v0.xml	17	cluster	O	O	0
10835480_v0.xml	17	contains	O	O	0
10835480_v0.xml	17	a	O	O	0
10835480_v0.xml	17	gene	O	O	0
10835480_v0.xml	17	showing	O	O	0
10835480_v0.xml	17	significant	O	O	0
10835480_v0.xml	17	sequence	O	O	0
10835480_v0.xml	17	identity	O	O	0
10835480_v0.xml	17	to	O	O	0
10835480_v0.xml	17	human	B	O	1
10835480_v0.xml	17	and	O	O	0
10835480_v0.xml	17	pigeon	O	O	0
10835480_v0.xml	17	carnitine	O	O	0
10835480_v0.xml	17	acetyltransferase	O	O	0
10835480_v0.xml	17	genes	O	O	0
10835480_v0.xml	17	,	O	O	0
10835480_v0.xml	17	therefore	O	O	0
10835480_v0.xml	17	showing	O	O	0
10835480_v0.xml	17	divergence	O	O	0
10835480_v0.xml	17	with	O	O	0
10835480_v0.xml	17	the	O	O	0
10835480_v0.xml	17	distal	O	O	0
10835480_v0.xml	17	end	O	O	0
10835480_v0.xml	17	of	O	O	0
10835480_v0.xml	17	the	O	O	0
10835480_v0.xml	17	D.	B	O	1
10835480_v0.xml	17	melanogaster	I	I	0
10835480_v0.xml	17	cluster	O	O	0
10835480_v0.xml	17	.	O	O	0
11267894_v0.xml	18	Cloning	O	O	0
11267894_v0.xml	18	and	O	O	0
11267894_v0.xml	18	sequence	O	O	0
11267894_v0.xml	18	of	O	O	0
11267894_v0.xml	18	the	O	O	0
11267894_v0.xml	18	gene	O	O	0
11267894_v0.xml	18	encoding	O	O	0
11267894_v0.xml	18	the	O	O	0
11267894_v0.xml	18	muscle	O	O	0
11267894_v0.xml	18	fatty	O	O	0
11267894_v0.xml	18	acid	O	O	0
11267894_v0.xml	18	binding	O	O	0
11267894_v0.xml	18	protein	O	O	0
11267894_v0.xml	18	from	O	O	0
11267894_v0.xml	18	the	O	O	0
11267894_v0.xml	18	desert	O	B	1
11267894_v0.xml	18	locust	O	I	1
11267894_v0.xml	18	,	O	O	0
11267894_v0.xml	18	Schistocerca	O	B	1
11267894_v0.xml	18	gregaria	O	I	1
11267894_v0.xml	18	.	O	O	0
11267894_v0.xml	19	Muscle	O	O	0
11267894_v0.xml	19	fatty	O	O	0
11267894_v0.xml	19	acid	O	O	0
11267894_v0.xml	19	binding	O	O	0
11267894_v0.xml	19	protein	O	O	0
11267894_v0.xml	19	(	O	O	0
11267894_v0.xml	19	FABP	O	O	0
11267894_v0.xml	19	)	O	O	0
11267894_v0.xml	19	is	O	O	0
11267894_v0.xml	19	a	O	O	0
11267894_v0.xml	19	major	O	O	0
11267894_v0.xml	19	cytosolic	O	O	0
11267894_v0.xml	19	protein	O	O	0
11267894_v0.xml	19	in	O	O	0
11267894_v0.xml	19	flight	O	O	0
11267894_v0.xml	19	muscle	O	O	0
11267894_v0.xml	19	of	O	O	0
11267894_v0.xml	19	the	O	O	0
11267894_v0.xml	19	desert	O	B	1
11267894_v0.xml	19	locust	O	I	1
11267894_v0.xml	19	,	O	O	0
11267894_v0.xml	19	Schistocerca	O	B	1
11267894_v0.xml	19	gregaria	O	I	1
11267894_v0.xml	19	.	O	O	0
11267894_v0.xml	20	FABP	O	O	0
11267894_v0.xml	20	expression	O	O	0
11267894_v0.xml	20	varies	O	O	0
11267894_v0.xml	20	greatly	O	O	0
11267894_v0.xml	20	during	O	O	0
11267894_v0.xml	20	development	O	O	0
11267894_v0.xml	20	and	O	O	0
11267894_v0.xml	20	periods	O	O	0
11267894_v0.xml	20	of	O	O	0
11267894_v0.xml	20	increased	O	O	0
11267894_v0.xml	20	fatty	O	O	0
11267894_v0.xml	20	acid	O	O	0
11267894_v0.xml	20	utilization	O	O	0
11267894_v0.xml	20	,	O	O	0
11267894_v0.xml	20	but	O	O	0
11267894_v0.xml	20	the	O	O	0
11267894_v0.xml	20	molecular	O	O	0
11267894_v0.xml	20	mechanisms	O	O	0
11267894_v0.xml	20	that	O	O	0
11267894_v0.xml	20	regulate	O	O	0
11267894_v0.xml	20	its	O	O	0
11267894_v0.xml	20	expression	O	O	0
11267894_v0.xml	20	are	O	O	0
11267894_v0.xml	20	not	O	O	0
11267894_v0.xml	20	known	O	O	0
11267894_v0.xml	20	.	O	O	0
11267894_v0.xml	21	In	O	O	0
11267894_v0.xml	21	this	O	O	0
11267894_v0.xml	21	study	O	O	0
11267894_v0.xml	21	,	O	O	0
11267894_v0.xml	21	the	O	O	0
11267894_v0.xml	21	gene	O	O	0
11267894_v0.xml	21	coding	O	O	0
11267894_v0.xml	21	for	O	O	0
11267894_v0.xml	21	locust	O	B	1
11267894_v0.xml	21	muscle	O	O	0
11267894_v0.xml	21	FABP	O	O	0
11267894_v0.xml	21	was	O	O	0
11267894_v0.xml	21	amplified	O	O	0
11267894_v0.xml	21	by	O	O	0
11267894_v0.xml	21	PCR	O	O	0
11267894_v0.xml	21	and	O	O	0
11267894_v0.xml	21	cloned	O	O	0
11267894_v0.xml	21	,	O	O	0
11267894_v0.xml	21	together	O	O	0
11267894_v0.xml	21	with	O	O	0
11267894_v0.xml	21	1.2	O	O	0
11267894_v0.xml	21	kb	O	O	0
11267894_v0.xml	21	of	O	O	0
11267894_v0.xml	21	upstream	O	O	0
11267894_v0.xml	21	sequence	O	O	0
11267894_v0.xml	21	.	O	O	0
11267894_v0.xml	22	The	O	O	0
11267894_v0.xml	22	sequence	O	O	0
11267894_v0.xml	22	coding	O	O	0
11267894_v0.xml	22	for	O	O	0
11267894_v0.xml	22	the	O	O	0
11267894_v0.xml	22	607	O	O	0
11267894_v0.xml	22	bp	O	O	0
11267894_v0.xml	22	cDNA	O	O	0
11267894_v0.xml	22	is	O	O	0
11267894_v0.xml	22	interrupted	O	O	0
11267894_v0.xml	22	by	O	O	0
11267894_v0.xml	22	two	O	O	0
11267894_v0.xml	22	introns	O	O	0
11267894_v0.xml	22	of	O	O	0
11267894_v0.xml	22	12.7	O	O	0
11267894_v0.xml	22	and	O	O	0
11267894_v0.xml	22	2.9	O	O	0
11267894_v0.xml	22	kb	O	O	0
11267894_v0.xml	22	,	O	O	0
11267894_v0.xml	22	inserted	O	O	0
11267894_v0.xml	22	in	O	O	0
11267894_v0.xml	22	analogous	O	O	0
11267894_v0.xml	22	positions	O	O	0
11267894_v0.xml	22	as	O	O	0
11267894_v0.xml	22	the	O	O	0
11267894_v0.xml	22	first	O	O	0
11267894_v0.xml	22	and	O	O	0
11267894_v0.xml	22	third	O	O	0
11267894_v0.xml	22	intron	O	O	0
11267894_v0.xml	22	of	O	O	0
11267894_v0.xml	22	the	O	O	0
11267894_v0.xml	22	mammalian	B	O	1
11267894_v0.xml	22	homologues	O	O	0
11267894_v0.xml	22	.	O	O	0
11267894_v0.xml	23	Both	O	O	0
11267894_v0.xml	23	introns	O	O	0
11267894_v0.xml	23	contain	O	O	0
11267894_v0.xml	23	repetitive	O	O	0
11267894_v0.xml	23	sequences	O	O	0
11267894_v0.xml	23	also	O	O	0
11267894_v0.xml	23	found	O	O	0
11267894_v0.xml	23	in	O	O	0
11267894_v0.xml	23	other	O	O	0
11267894_v0.xml	23	locust	O	O	0
11267894_v0.xml	23	genes	O	O	0
11267894_v0.xml	23	,	O	O	0
11267894_v0.xml	23	and	O	O	0
11267894_v0.xml	23	the	O	O	0
11267894_v0.xml	23	second	O	O	0
11267894_v0.xml	23	intron	O	O	0
11267894_v0.xml	23	contains	O	O	0
11267894_v0.xml	23	a	O	O	0
11267894_v0.xml	23	GT-microsatellite	O	O	0
11267894_v0.xml	23	.	O	O	0
11267894_v0.xml	24	The	O	O	0
11267894_v0.xml	24	promoter	O	O	0
11267894_v0.xml	24	sequence	O	O	0
11267894_v0.xml	24	includes	O	O	0
11267894_v0.xml	24	a	O	O	0
11267894_v0.xml	24	canonical	O	O	0
11267894_v0.xml	24	TATA	O	O	0
11267894_v0.xml	24	box	O	O	0
11267894_v0.xml	24	24	O	O	0
11267894_v0.xml	24	bp	O	O	0
11267894_v0.xml	24	upstream	O	O	0
11267894_v0.xml	24	of	O	O	0
11267894_v0.xml	24	the	O	O	0
11267894_v0.xml	24	transcription	O	O	0
11267894_v0.xml	24	start	O	O	0
11267894_v0.xml	24	site	O	O	0
11267894_v0.xml	24	.	O	O	0
11267894_v0.xml	25	The	O	O	0
11267894_v0.xml	25	upstream	O	O	0
11267894_v0.xml	25	sequence	O	O	0
11267894_v0.xml	25	contains	O	O	0
11267894_v0.xml	25	various	O	O	0
11267894_v0.xml	25	potential	O	O	0
11267894_v0.xml	25	myocyte	O	O	0
11267894_v0.xml	25	enhancer	O	O	0
11267894_v0.xml	25	sequences	O	O	0
11267894_v0.xml	25	and	O	O	0
11267894_v0.xml	25	a	O	O	0
11267894_v0.xml	25	160	O	O	0
11267894_v0.xml	25	bp	O	O	0
11267894_v0.xml	25	segment	O	O	0
11267894_v0.xml	25	that	O	O	0
11267894_v0.xml	25	is	O	O	0
11267894_v0.xml	25	repeated	O	O	0
11267894_v0.xml	25	three	O	O	0
11267894_v0.xml	25	times	O	O	0
11267894_v0.xml	25	.	O	O	0
11267894_v0.xml	26	In	O	O	0
11267894_v0.xml	26	database	O	O	0
11267894_v0.xml	26	searches	O	O	0
11267894_v0.xml	26	in	O	O	0
11267894_v0.xml	26	the	O	O	0
11267894_v0.xml	26	genome	O	O	0
11267894_v0.xml	26	database	O	O	0
11267894_v0.xml	26	of	O	O	0
11267894_v0.xml	26	Drosophila	B	B	0
11267894_v0.xml	26	melanogaster	I	I	0
11267894_v0.xml	26	,	O	O	0
11267894_v0.xml	26	a	O	O	0
11267894_v0.xml	26	gene	O	O	0
11267894_v0.xml	26	with	O	O	0
11267894_v0.xml	26	the	O	O	0
11267894_v0.xml	26	same	O	O	0
11267894_v0.xml	26	gene	O	O	0
11267894_v0.xml	26	organization	O	O	0
11267894_v0.xml	26	and	O	O	0
11267894_v0.xml	26	promoter	O	O	0
11267894_v0.xml	26	structure	O	O	0
11267894_v0.xml	26	was	O	O	0
11267894_v0.xml	26	identified	O	O	0
11267894_v0.xml	26	,	O	O	0
11267894_v0.xml	26	likely	O	O	0
11267894_v0.xml	26	the	O	O	0
11267894_v0.xml	26	dipteran	O	O	0
11267894_v0.xml	26	homologue	O	O	0
11267894_v0.xml	26	of	O	O	0
11267894_v0.xml	26	muscle	O	O	0
11267894_v0.xml	26	FABP	O	O	0
11267894_v0.xml	26	.	O	O	0
11267894_v0.xml	27	Upstream	O	O	0
11267894_v0.xml	27	of	O	O	0
11267894_v0.xml	27	both	O	O	0
11267894_v0.xml	27	insect	O	O	0
11267894_v0.xml	27	genes	O	O	0
11267894_v0.xml	27	,	O	O	0
11267894_v0.xml	27	a	O	O	0
11267894_v0.xml	27	conserved	O	O	0
11267894_v0.xml	27	19	O	O	0
11267894_v0.xml	27	bp	O	O	0
11267894_v0.xml	27	inverted	O	O	0
11267894_v0.xml	27	repeat	O	O	0
11267894_v0.xml	27	sequence	O	O	0
11267894_v0.xml	27	was	O	O	0
11267894_v0.xml	27	detected	O	O	0
11267894_v0.xml	27	.	O	O	0
11267894_v0.xml	28	A	O	O	0
11267894_v0.xml	28	similar	O	O	0
11267894_v0.xml	28	but	O	O	0
11267894_v0.xml	28	reverse	O	O	0
11267894_v0.xml	28	palindrome	O	O	0
11267894_v0.xml	28	is	O	O	0
11267894_v0.xml	28	also	O	O	0
11267894_v0.xml	28	present	O	O	0
11267894_v0.xml	28	upstream	O	O	0
11267894_v0.xml	28	of	O	O	0
11267894_v0.xml	28	all	O	O	0
11267894_v0.xml	28	mammalian	B	O	1
11267894_v0.xml	28	heart	O	O	0
11267894_v0.xml	28	FABP	O	O	0
11267894_v0.xml	28	genes	O	O	0
11267894_v0.xml	28	,	O	O	0
11267894_v0.xml	28	possibly	O	O	0
11267894_v0.xml	28	representing	O	O	0
11267894_v0.xml	28	a	O	O	0
11267894_v0.xml	28	novel	O	O	0
11267894_v0.xml	28	element	O	O	0
11267894_v0.xml	28	involved	O	O	0
11267894_v0.xml	28	in	O	O	0
11267894_v0.xml	28	muscle	O	O	0
11267894_v0.xml	28	FABP	O	O	0
11267894_v0.xml	28	expression	O	O	0
11267894_v0.xml	28	.	O	O	0
11277405_v0.xml	29	Maelstrom	O	O	0
11277405_v0.xml	29	is	O	O	0
11277405_v0.xml	29	required	O	O	0
11277405_v0.xml	29	to	O	O	0
11277405_v0.xml	29	position	O	O	0
11277405_v0.xml	29	the	O	O	0
11277405_v0.xml	29	MTOC	O	O	0
11277405_v0.xml	29	in	O	O	0
11277405_v0.xml	29	stage	O	O	0
11277405_v0.xml	29	2-6	O	O	0
11277405_v0.xml	29	Drosophila	B	B	0
11277405_v0.xml	29	oocytes	O	O	0
11277405_v0.xml	29	.	O	O	0
11277405_v0.xml	30	The	O	O	0
11277405_v0.xml	30	factors	O	O	0
11277405_v0.xml	30	that	O	O	0
11277405_v0.xml	30	determine	O	O	0
11277405_v0.xml	30	intracellular	O	O	0
11277405_v0.xml	30	polarity	O	O	0
11277405_v0.xml	30	are	O	O	0
11277405_v0.xml	30	largely	O	O	0
11277405_v0.xml	30	unknown	O	O	0
11277405_v0.xml	30	.	O	O	0
11277405_v0.xml	31	In	O	O	0
11277405_v0.xml	31	Drosophila	B	B	0
11277405_v0.xml	31	oocytes	O	O	0
11277405_v0.xml	31	one	O	O	0
11277405_v0.xml	31	of	O	O	0
11277405_v0.xml	31	the	O	O	0
11277405_v0.xml	31	earliest	O	O	0
