Doc_ID,Sent_ID,Word,tag
10835480_v0.xml,5,DNA,O
10835480_v0.xml,5,",",O
10835480_v0.xml,5,and,O
10835480_v0.xml,5,protein,O
10835480_v0.xml,5,motif,O
10835480_v0.xml,5,searches,O
10835480_v0.xml,5,and,O
10835480_v0.xml,5,protein,O
10835480_v0.xml,5,secondary,O
10835480_v0.xml,5,structure,O
10835480_v0.xml,5,predictions,O
10835480_v0.xml,5,produced,O
10835480_v0.xml,5,results,O
10835480_v0.xml,5,consistent,O
10835480_v0.xml,5,with,O
10835480_v0.xml,5,expectations,O
10835480_v0.xml,5,for,O
10835480_v0.xml,5,genes,O
10835480_v0.xml,5,that,O
10835480_v0.xml,5,are,O
10835480_v0.xml,5,orthologous,O
10835480_v0.xml,5,.,O
10835480_v0.xml,6,The,O
10835480_v0.xml,6,only,O
10835480_v0.xml,6,inconsistency,O
10835480_v0.xml,6,was,O
10835480_v0.xml,6,that,O
10835480_v0.xml,6,the,O
10835480_v0.xml,6,C-terminus,O
10835480_v0.xml,6,appears,O
10835480_v0.xml,6,to,O
10835480_v0.xml,6,be,O
10835480_v0.xml,6,more,O
10835480_v0.xml,6,primitive,O
10835480_v0.xml,6,in,O
10835480_v0.xml,6,the,O
10835480_v0.xml,6,yeasts,B
10835480_v0.xml,6,than,O
10835480_v0.xml,6,in,O
10835480_v0.xml,6,plants,O
10835480_v0.xml,6,.,O
10835480_v0.xml,7,In,O
10835480_v0.xml,7,mammals,O
10835480_v0.xml,7,",",O
10835480_v0.xml,7,plants,O
10835480_v0.xml,7,",",O
10835480_v0.xml,7,and,O
10835480_v0.xml,7,yeast,B
10835480_v0.xml,7,these,O
10835480_v0.xml,7,genes,O
10835480_v0.xml,7,have,O
10835480_v0.xml,7,been,O
10835480_v0.xml,7,shown,O
10835480_v0.xml,7,to,O
10835480_v0.xml,7,code,O
10835480_v0.xml,7,for,O
10835480_v0.xml,7,a,O
10835480_v0.xml,7,non-ATPase,O
10835480_v0.xml,7,subunit,O
10835480_v0.xml,7,of,O
10835480_v0.xml,7,the,O
10835480_v0.xml,7,PA700,O
10835480_v0.xml,7,(,O
10835480_v0.xml,7,19S,O
10835480_v0.xml,7,),O
10835480_v0.xml,7,regulatory,O
10835480_v0.xml,7,complex,O
10835480_v0.xml,7,of,O
10835480_v0.xml,7,26S,O
10835480_v0.xml,7,proteasome,O
10835480_v0.xml,7,.,O
10835480_v0.xml,8,The,O
10835480_v0.xml,8,analyses,O
10835480_v0.xml,8,indicated,O
10835480_v0.xml,8,that,O
10835480_v0.xml,8,the,O
10835480_v0.xml,8,insect,O
10835480_v0.xml,8,genes,O
10835480_v0.xml,8,contain,O
10835480_v0.xml,8,no,O
10835480_v0.xml,8,divergent,O
10835480_v0.xml,8,structural,O
10835480_v0.xml,8,features,O
10835480_v0.xml,8,",",O
10835480_v0.xml,8,which,O
10835480_v0.xml,8,taken,O
10835480_v0.xml,8,within,O
10835480_v0.xml,8,an,O
10835480_v0.xml,8,appraisal,O
10835480_v0.xml,8,of,O
10835480_v0.xml,8,all,O
10835480_v0.xml,8,available,O
10835480_v0.xml,8,data,O
10835480_v0.xml,8,",",O
10835480_v0.xml,8,makes,O
10835480_v0.xml,8,the,O
10835480_v0.xml,8,reported,O
10835480_v0.xml,8,alternative,O
10835480_v0.xml,8,function,O
10835480_v0.xml,8,highly,O
10835480_v0.xml,8,improbable,O
10835480_v0.xml,8,.,O
10835480_v0.xml,9,A,O
10835480_v0.xml,9,plausible,O
10835480_v0.xml,9,additional,O
10835480_v0.xml,9,role,O
10835480_v0.xml,9,",",O
10835480_v0.xml,9,in,O
10835480_v0.xml,9,which,O
10835480_v0.xml,9,the,O
10835480_v0.xml,9,26S,O
10835480_v0.xml,9,proteasome,O
10835480_v0.xml,9,is,O
10835480_v0.xml,9,implicated,O
10835480_v0.xml,9,in,O
10835480_v0.xml,9,regulation,O
10835480_v0.xml,9,of,O
10835480_v0.xml,9,phenol,O
10835480_v0.xml,9,oxidase,O
10835480_v0.xml,9,",",O
10835480_v0.xml,9,would,O
10835480_v0.xml,9,also,O
10835480_v0.xml,9,apply,O
10835480_v0.xml,9,to,O
10835480_v0.xml,9,at,O
10835480_v0.xml,9,least,O
10835480_v0.xml,9,the,O
10835480_v0.xml,9,mammalian,B
10835480_v0.xml,9,genes,O
10835480_v0.xml,9,.,O
10835480_v0.xml,10,No,O
10835480_v0.xml,10,function,O
10835480_v0.xml,10,has,O
10835480_v0.xml,10,yet,O
10835480_v0.xml,10,been,O
10835480_v0.xml,10,reported,O
10835480_v0.xml,10,for,O
10835480_v0.xml,10,the,O
10835480_v0.xml,10,other,O
10835480_v0.xml,10,included,O
10835480_v0.xml,10,sequences,O
10835480_v0.xml,10,.,O
10835480_v0.xml,11,These,O
10835480_v0.xml,11,were,O
10835480_v0.xml,11,from,O
10835480_v0.xml,11,genome,O
10835480_v0.xml,11,projects,O
10835480_v0.xml,11,and,O
10835480_v0.xml,11,included,O
10835480_v0.xml,11,Caenorhabiditus,O
10835480_v0.xml,11,elegans,O
10835480_v0.xml,11,",",O
10835480_v0.xml,11,Arabidopsis,B
10835480_v0.xml,11,thaliana,I
10835480_v0.xml,11,",",O
10835480_v0.xml,11,Fugu,B
10835480_v0.xml,11,rubripes,I
10835480_v0.xml,11,",",O
10835480_v0.xml,11,and,O
10835480_v0.xml,11,Toxoplasma,B
10835480_v0.xml,11,gondii,I
10835480_v0.xml,11,.,O
10835480_v0.xml,12,A,O
10835480_v0.xml,12,consensus,O
10835480_v0.xml,12,of,O
10835480_v0.xml,12,the,O
10835480_v0.xml,12,results,O
10835480_v0.xml,12,predicts,O
10835480_v0.xml,12,a,O
10835480_v0.xml,12,protein,O
10835480_v0.xml,12,containing,O
10835480_v0.xml,12,exceptionally,O
10835480_v0.xml,12,long,O
10835480_v0.xml,12,stretches,O
10835480_v0.xml,12,of,O
10835480_v0.xml,12,helix,O
10835480_v0.xml,12,with,O
10835480_v0.xml,12,a,O
10835480_v0.xml,12,hydrophilic,O
10835480_v0.xml,12,C-terminus,O
10835480_v0.xml,12,.,O
10835480_v0.xml,13,Phosphorylation,O
10835480_v0.xml,13,site,O
10835480_v0.xml,13,motifs,O
10835480_v0.xml,13,were,O
10835480_v0.xml,13,identified,O
10835480_v0.xml,13,at,O
10835480_v0.xml,13,two,O
10835480_v0.xml,13,conserved,O
10835480_v0.xml,13,positions,O
10835480_v0.xml,13,.,O
10835480_v0.xml,14,Possible,O
10835480_v0.xml,14,SRY,O
10835480_v0.xml,14,and,O
10835480_v0.xml,14,GATA-1,O
10835480_v0.xml,14,binding,O
10835480_v0.xml,14,motifs,O
10835480_v0.xml,14,were,O
10835480_v0.xml,14,found,O
10835480_v0.xml,14,at,O
10835480_v0.xml,14,conserved,O
10835480_v0.xml,14,positions,O
10835480_v0.xml,14,upstream,O
10835480_v0.xml,14,of,O
10835480_v0.xml,14,the,O
10835480_v0.xml,14,mosquito,O
10835480_v0.xml,14,genes,O
10835480_v0.xml,14,.,O
10835480_v0.xml,15,The,O
10835480_v0.xml,15,location,O
10835480_v0.xml,15,of,O
10835480_v0.xml,15,A.,O
10835480_v0.xml,15,stephensi,O
10835480_v0.xml,15,Dox-A2,O
10835480_v0.xml,15,was,O
10835480_v0.xml,15,determined,O
10835480_v0.xml,15,by,O
10835480_v0.xml,15,in,O
10835480_v0.xml,15,situ,O
10835480_v0.xml,15,hybridization,O
10835480_v0.xml,15,at,O
10835480_v0.xml,15,34D,O
10835480_v0.xml,15,on,O
10835480_v0.xml,15,chromosome,O
10835480_v0.xml,15,arm,O
10835480_v0.xml,15,3R,O
10835480_v0.xml,15,.,O
10835480_v0.xml,16,It,O
10835480_v0.xml,16,is,O
10835480_v0.xml,16,in,O
10835480_v0.xml,16,a,O
10835480_v0.xml,16,conserved,O
10835480_v0.xml,16,gene,O
10835480_v0.xml,16,cluster,O
10835480_v0.xml,16,with,O
10835480_v0.xml,16,respect,O
10835480_v0.xml,16,to,O
10835480_v0.xml,16,the,O
10835480_v0.xml,16,other,O
10835480_v0.xml,16,insects,O
10835480_v0.xml,16,.,O
10835480_v0.xml,17,However,O
10835480_v0.xml,17,",",O
10835480_v0.xml,17,the,O
10835480_v0.xml,17,A.,O
10835480_v0.xml,17,stephensi,O
10835480_v0.xml,17,cluster,O
10835480_v0.xml,17,contains,O
10835480_v0.xml,17,a,O
10835480_v0.xml,17,gene,O
10835480_v0.xml,17,showing,O
10835480_v0.xml,17,significant,O
10835480_v0.xml,17,sequence,O
10835480_v0.xml,17,identity,O
10835480_v0.xml,17,to,O
10835480_v0.xml,17,human,B
10835480_v0.xml,17,and,O
10835480_v0.xml,17,pigeon,O
10835480_v0.xml,17,carnitine,O
10835480_v0.xml,17,acetyltransferase,O
10835480_v0.xml,17,genes,O
10835480_v0.xml,17,",",O
10835480_v0.xml,17,therefore,O
10835480_v0.xml,17,showing,O
10835480_v0.xml,17,divergence,O
10835480_v0.xml,17,with,O
10835480_v0.xml,17,the,O
10835480_v0.xml,17,distal,O
10835480_v0.xml,17,end,O
10835480_v0.xml,17,of,O
10835480_v0.xml,17,the,O
10835480_v0.xml,17,D.,B
10835480_v0.xml,17,melanogaster,I
10835480_v0.xml,17,cluster,O
10835480_v0.xml,17,.,O
11267894_v0.xml,18,Cloning,O
11267894_v0.xml,18,and,O
11267894_v0.xml,18,sequence,O
11267894_v0.xml,18,of,O
11267894_v0.xml,18,the,O
11267894_v0.xml,18,gene,O
11267894_v0.xml,18,encoding,O
11267894_v0.xml,18,the,O
11267894_v0.xml,18,muscle,O
11267894_v0.xml,18,fatty,O
11267894_v0.xml,18,acid,O
11267894_v0.xml,18,binding,O
11267894_v0.xml,18,protein,O
11267894_v0.xml,18,from,O
11267894_v0.xml,18,the,O
11267894_v0.xml,18,desert,O
11267894_v0.xml,18,locust,O
11267894_v0.xml,18,",",O
11267894_v0.xml,18,Schistocerca,O
11267894_v0.xml,18,gregaria,O
11267894_v0.xml,18,.,O
11267894_v0.xml,19,Muscle,O
11267894_v0.xml,19,fatty,O
11267894_v0.xml,19,acid,O
11267894_v0.xml,19,binding,O
11267894_v0.xml,19,protein,O
11267894_v0.xml,19,(,O
11267894_v0.xml,19,FABP,O
11267894_v0.xml,19,),O
11267894_v0.xml,19,is,O
11267894_v0.xml,19,a,O
11267894_v0.xml,19,major,O
11267894_v0.xml,19,cytosolic,O
11267894_v0.xml,19,protein,O
11267894_v0.xml,19,in,O
11267894_v0.xml,19,flight,O
11267894_v0.xml,19,muscle,O
11267894_v0.xml,19,of,O
11267894_v0.xml,19,the,O
11267894_v0.xml,19,desert,O
11267894_v0.xml,19,locust,O
11267894_v0.xml,19,",",O
11267894_v0.xml,19,Schistocerca,O
11267894_v0.xml,19,gregaria,O
11267894_v0.xml,19,.,O
11267894_v0.xml,20,FABP,O
11267894_v0.xml,20,expression,O
11267894_v0.xml,20,varies,O
11267894_v0.xml,20,greatly,O
11267894_v0.xml,20,during,O
11267894_v0.xml,20,development,O
11267894_v0.xml,20,and,O
11267894_v0.xml,20,periods,O
11267894_v0.xml,20,of,O
11267894_v0.xml,20,increased,O
11267894_v0.xml,20,fatty,O
11267894_v0.xml,20,acid,O
11267894_v0.xml,20,utilization,O
11267894_v0.xml,20,",",O
11267894_v0.xml,20,but,O
11267894_v0.xml,20,the,O
11267894_v0.xml,20,molecular,O
11267894_v0.xml,20,mechanisms,O
11267894_v0.xml,20,that,O
11267894_v0.xml,20,regulate,O
11267894_v0.xml,20,its,O
11267894_v0.xml,20,expression,O
11267894_v0.xml,20,are,O
11267894_v0.xml,20,not,O
11267894_v0.xml,20,known,O
11267894_v0.xml,20,.,O
11267894_v0.xml,21,In,O
11267894_v0.xml,21,this,O
11267894_v0.xml,21,study,O
11267894_v0.xml,21,",",O
11267894_v0.xml,21,the,O
11267894_v0.xml,21,gene,O
11267894_v0.xml,21,coding,O
11267894_v0.xml,21,for,O
11267894_v0.xml,21,locust,O
11267894_v0.xml,21,muscle,O
11267894_v0.xml,21,FABP,O
11267894_v0.xml,21,was,O
11267894_v0.xml,21,amplified,O
11267894_v0.xml,21,by,O
11267894_v0.xml,21,PCR,O
11267894_v0.xml,21,and,O
11267894_v0.xml,21,cloned,O
11267894_v0.xml,21,",",O
11267894_v0.xml,21,together,O
11267894_v0.xml,21,with,O
11267894_v0.xml,21,1.2,O
11267894_v0.xml,21,kb,O
11267894_v0.xml,21,of,O
11267894_v0.xml,21,upstream,O
11267894_v0.xml,21,sequence,O
11267894_v0.xml,21,.,O
11267894_v0.xml,22,The,O
11267894_v0.xml,22,sequence,O
11267894_v0.xml,22,coding,O
11267894_v0.xml,22,for,O
11267894_v0.xml,22,the,O
11267894_v0.xml,22,607,O
11267894_v0.xml,22,bp,O
11267894_v0.xml,22,cDNA,O
11267894_v0.xml,22,is,O
11267894_v0.xml,22,interrupted,O
11267894_v0.xml,22,by,O
11267894_v0.xml,22,two,O
11267894_v0.xml,22,introns,O
11267894_v0.xml,22,of,O
11267894_v0.xml,22,12.7,O
11267894_v0.xml,22,and,O
11267894_v0.xml,22,2.9,O
11267894_v0.xml,22,kb,O
11267894_v0.xml,22,",",O
11267894_v0.xml,22,inserted,O
11267894_v0.xml,22,in,O
11267894_v0.xml,22,analogous,O
11267894_v0.xml,22,positions,O
11267894_v0.xml,22,as,O
11267894_v0.xml,22,the,O
11267894_v0.xml,22,first,O
11267894_v0.xml,22,and,O
11267894_v0.xml,22,third,O
11267894_v0.xml,22,intron,O
11267894_v0.xml,22,of,O
11267894_v0.xml,22,the,O
11267894_v0.xml,22,mammalian,B
11267894_v0.xml,22,homologues,O
11267894_v0.xml,22,.,O
11267894_v0.xml,23,Both,O
11267894_v0.xml,23,introns,O
11267894_v0.xml,23,contain,O
11267894_v0.xml,23,repetitive,O
11267894_v0.xml,23,sequences,O
11267894_v0.xml,23,also,O
11267894_v0.xml,23,found,O
11267894_v0.xml,23,in,O
11267894_v0.xml,23,other,O
11267894_v0.xml,23,locust,O
11267894_v0.xml,23,genes,O
11267894_v0.xml,23,",",O
11267894_v0.xml,23,and,O
11267894_v0.xml,23,the,O
11267894_v0.xml,23,second,O
11267894_v0.xml,23,intron,O
11267894_v0.xml,23,contains,O
11267894_v0.xml,23,a,O
11267894_v0.xml,23,GT-microsatellite,O
11267894_v0.xml,23,.,O
11267894_v0.xml,24,The,O
11267894_v0.xml,24,promoter,O
11267894_v0.xml,24,sequence,O
11267894_v0.xml,24,includes,O
11267894_v0.xml,24,a,O
11267894_v0.xml,24,canonical,O
11267894_v0.xml,24,TATA,O
11267894_v0.xml,24,box,O
11267894_v0.xml,24,24,O
11267894_v0.xml,24,bp,O
11267894_v0.xml,24,upstream,O
11267894_v0.xml,24,of,O
11267894_v0.xml,24,the,O
11267894_v0.xml,24,transcription,O
11267894_v0.xml,24,start,O
11267894_v0.xml,24,site,O
11267894_v0.xml,24,.,O
11267894_v0.xml,25,The,O
11267894_v0.xml,25,upstream,O
11267894_v0.xml,25,sequence,O
11267894_v0.xml,25,contains,O
11267894_v0.xml,25,various,O
11267894_v0.xml,25,potential,O
11267894_v0.xml,25,myocyte,O
11267894_v0.xml,25,enhancer,O
11267894_v0.xml,25,sequences,O
11267894_v0.xml,25,and,O
11267894_v0.xml,25,a,O
11267894_v0.xml,25,160,O
11267894_v0.xml,25,bp,O
11267894_v0.xml,25,segment,O
11267894_v0.xml,25,that,O
11267894_v0.xml,25,is,O
11267894_v0.xml,25,repeated,O
11267894_v0.xml,25,three,O
11267894_v0.xml,25,times,O
11267894_v0.xml,25,.,O
11267894_v0.xml,26,In,O
11267894_v0.xml,26,database,O
11267894_v0.xml,26,searches,O
11267894_v0.xml,26,in,O
11267894_v0.xml,26,the,O
11267894_v0.xml,26,genome,O
11267894_v0.xml,26,database,O
11267894_v0.xml,26,of,O
11267894_v0.xml,26,Drosophila,B
11267894_v0.xml,26,melanogaster,I
11267894_v0.xml,26,",",O
11267894_v0.xml,26,a,O
11267894_v0.xml,26,gene,O
11267894_v0.xml,26,with,O
11267894_v0.xml,26,the,O
11267894_v0.xml,26,same,O
11267894_v0.xml,26,gene,O
11267894_v0.xml,26,organization,O
11267894_v0.xml,26,and,O
11267894_v0.xml,26,promoter,O
11267894_v0.xml,26,structure,O
11267894_v0.xml,26,was,O
11267894_v0.xml,26,identified,O
11267894_v0.xml,26,",",O
11267894_v0.xml,26,likely,O
11267894_v0.xml,26,the,O
11267894_v0.xml,26,dipteran,O
11267894_v0.xml,26,homologue,O
11267894_v0.xml,26,of,O
11267894_v0.xml,26,muscle,O
11267894_v0.xml,26,FABP,O
11267894_v0.xml,26,.,O
11267894_v0.xml,27,Upstream,O
11267894_v0.xml,27,of,O
11267894_v0.xml,27,both,O
11267894_v0.xml,27,insect,O
11267894_v0.xml,27,genes,O
11267894_v0.xml,27,",",O
11267894_v0.xml,27,a,O
11267894_v0.xml,27,conserved,O
11267894_v0.xml,27,19,O
11267894_v0.xml,27,bp,O
11267894_v0.xml,27,inverted,O
11267894_v0.xml,27,repeat,O
11267894_v0.xml,27,sequence,O
11267894_v0.xml,27,was,O
11267894_v0.xml,27,detected,O
11267894_v0.xml,27,.,O
11267894_v0.xml,28,A,O
11267894_v0.xml,28,similar,O
11267894_v0.xml,28,but,O
11267894_v0.xml,28,reverse,O
11267894_v0.xml,28,palindrome,O
11267894_v0.xml,28,is,O
11267894_v0.xml,28,also,O
11267894_v0.xml,28,present,O
11267894_v0.xml,28,upstream,O
11267894_v0.xml,28,of,O
11267894_v0.xml,28,all,O
11267894_v0.xml,28,mammalian,B
11267894_v0.xml,28,heart,O
11267894_v0.xml,28,FABP,O
11267894_v0.xml,28,genes,O
11267894_v0.xml,28,",",O
11267894_v0.xml,28,possibly,O
11267894_v0.xml,28,representing,O
11267894_v0.xml,28,a,O
11267894_v0.xml,28,novel,O
11267894_v0.xml,28,element,O
11267894_v0.xml,28,involved,O
11267894_v0.xml,28,in,O
11267894_v0.xml,28,muscle,O
11267894_v0.xml,28,FABP,O
11267894_v0.xml,28,expression,O
11267894_v0.xml,28,.,O
11277405_v0.xml,29,Maelstrom,O
11277405_v0.xml,29,is,O
11277405_v0.xml,29,required,O
11277405_v0.xml,29,to,O
11277405_v0.xml,29,position,O
11277405_v0.xml,29,the,O
11277405_v0.xml,29,MTOC,O
11277405_v0.xml,29,in,O
11277405_v0.xml,29,stage,O
11277405_v0.xml,29,2-6,O
11277405_v0.xml,29,Drosophila,B
11277405_v0.xml,29,oocytes,O
11277405_v0.xml,29,.,O
11277405_v0.xml,30,The,O
11277405_v0.xml,30,factors,O
11277405_v0.xml,30,that,O
11277405_v0.xml,30,determine,O
11277405_v0.xml,30,intracellular,O
11277405_v0.xml,30,polarity,O
11277405_v0.xml,30,are,O
11277405_v0.xml,30,largely,O
11277405_v0.xml,30,unknown,O
11277405_v0.xml,30,.,O
11277405_v0.xml,31,In,O
11277405_v0.xml,31,Drosophila,B
11277405_v0.xml,31,oocytes,O
11277405_v0.xml,31,one,O
11277405_v0.xml,31,of,O
11277405_v0.xml,31,the,O
11277405_v0.xml,31,earliest,O
11277405_v0.xml,31,polar,O
11277405_v0.xml,31,events,O
11277405_v0.xml,31,is,O
11277405_v0.xml,31,the,O
11277405_v0.xml,31,positioning,O
11277405_v0.xml,31,of,O
11277405_v0.xml,31,the,O
11277405_v0.xml,31,microtubule-organizing,O
11277405_v0.xml,31,center,O
11277405_v0.xml,31,(,O
11277405_v0.xml,31,MTOC,O
11277405_v0.xml,31,),O
11277405_v0.xml,31,.,O
11277405_v0.xml,32,Here,O
11277405_v0.xml,32,we,O
11277405_v0.xml,32,present,O
11277405_v0.xml,32,data,O
11277405_v0.xml,32,that,O
11277405_v0.xml,32,are,O
11277405_v0.xml,32,consistent,O
11277405_v0.xml,32,with,O
11277405_v0.xml,32,the,O
11277405_v0.xml,32,hypothesis,O
11277405_v0.xml,32,that,O
11277405_v0.xml,32,maelstrom,O
11277405_v0.xml,32,is,O
11277405_v0.xml,32,required,O
11277405_v0.xml,32,for,O
11277405_v0.xml,32,posterior,O
11277405_v0.xml,32,positioning,O
11277405_v0.xml,32,of,O
11277405_v0.xml,32,the,O
11277405_v0.xml,32,MTOC,O
11277405_v0.xml,32,.,O
12421409_v0.xml,33,Genomic,O
12421409_v0.xml,33,organization,O
12421409_v0.xml,33,and,O
12421409_v0.xml,33,regulation,O
12421409_v0.xml,33,of,O
12421409_v0.xml,33,three,O
12421409_v0.xml,33,cecropin,O
12421409_v0.xml,33,genes,O
12421409_v0.xml,33,in,O
12421409_v0.xml,33,Anopheles,B
12421409_v0.xml,33,gambiae,I
12421409_v0.xml,33,.,O
12421409_v0.xml,34,Three,O
12421409_v0.xml,34,cecropin,O
12421409_v0.xml,34,genes,O
12421409_v0.xml,34,(,O
12421409_v0.xml,34,AgCecA-C,O
12421409_v0.xml,34,),O
12421409_v0.xml,34,were,O
12421409_v0.xml,34,identified,O
12421409_v0.xml,34,from,O
12421409_v0.xml,34,Anopheles,B
12421409_v0.xml,34,gambiae,I
12421409_v0.xml,34,",",O
12421409_v0.xml,34,a,O
12421409_v0.xml,34,major,O
12421409_v0.xml,34,vector,O
12421409_v0.xml,34,for,O
12421409_v0.xml,34,malaria,O
12421409_v0.xml,34,in,O
12421409_v0.xml,34,sub-Saharan,O
12421409_v0.xml,34,Africa,O
12421409_v0.xml,34,.,O
12421409_v0.xml,35,These,O
12421409_v0.xml,35,genes,O
12421409_v0.xml,35,form,O
12421409_v0.xml,35,a,O
12421409_v0.xml,35,cluster,O
12421409_v0.xml,35,with,O
12421409_v0.xml,35,AgCecA,O
12421409_v0.xml,35,and,O
12421409_v0.xml,35,AgCecB,O
12421409_v0.xml,35,positioned,O
12421409_v0.xml,35,in,O
12421409_v0.xml,35,opposite,O
12421409_v0.xml,35,orientation,O
12421409_v0.xml,35,",",O
12421409_v0.xml,35,while,O
12421409_v0.xml,35,AgCecC,O
12421409_v0.xml,35,is,O
12421409_v0.xml,35,downstream,O
12421409_v0.xml,35,of,O
12421409_v0.xml,35,AgCecA,O
12421409_v0.xml,35,in,O
12421409_v0.xml,35,the,O
12421409_v0.xml,35,same,O
12421409_v0.xml,35,direction,O
12421409_v0.xml,35,.,O
12421409_v0.xml,36,One,O
12421409_v0.xml,36,intron,O
12421409_v0.xml,36,is,O
12421409_v0.xml,36,present,O
12421409_v0.xml,36,in,O
12421409_v0.xml,36,each,O
12421409_v0.xml,36,of,O
12421409_v0.xml,36,these,O
12421409_v0.xml,36,three,O
12421409_v0.xml,36,genes,O
12421409_v0.xml,36,.,O
12421409_v0.xml,37,Motif,O
12421409_v0.xml,37,searches,O
12421409_v0.xml,37,of,O
12421409_v0.xml,37,promoter,O
12421409_v0.xml,37,regions,O
12421409_v0.xml,37,revealed,O
12421409_v0.xml,37,elements,O
12421409_v0.xml,37,that,O
12421409_v0.xml,37,could,O
12421409_v0.xml,37,be,O
12421409_v0.xml,37,regulated,O
12421409_v0.xml,37,by,O
12421409_v0.xml,37,the,O
12421409_v0.xml,37,NF-kappaB,O
12421409_v0.xml,37,family,O
12421409_v0.xml,37,of,O
12421409_v0.xml,37,transcriptional,O
12421409_v0.xml,37,regulators,O
12421409_v0.xml,37,.,O
12421409_v0.xml,38,The,O
12421409_v0.xml,38,divergent,O
12421409_v0.xml,38,promoter,O
12421409_v0.xml,38,(,O
12421409_v0.xml,38,1186,O
12421409_v0.xml,38,nucleotides,O
12421409_v0.xml,38,in,O
12421409_v0.xml,38,length,O
12421409_v0.xml,38,),O
12421409_v0.xml,38,between,O
12421409_v0.xml,38,CecA,O
12421409_v0.xml,38,and,O
12421409_v0.xml,38,CecB,O
12421409_v0.xml,38,and,O
12421409_v0.xml,38,the,O
12421409_v0.xml,38,promoter,O
12421409_v0.xml,38,for,O
12421409_v0.xml,38,CecC,O
12421409_v0.xml,38,were,O
12421409_v0.xml,38,analysed,O
12421409_v0.xml,38,by,O
12421409_v0.xml,38,transfection,O
12421409_v0.xml,38,in,O
12421409_v0.xml,38,An,O
12421409_v0.xml,38,.,O
12421409_v0.xml,38,gambiae,O
12421409_v0.xml,38,cell,O
12421409_v0.xml,38,lines,O
12421409_v0.xml,38,.,O
12421409_v0.xml,39,Results,O
12421409_v0.xml,39,showed,O
12421409_v0.xml,39,that,O
12421409_v0.xml,39,these,O
12421409_v0.xml,39,promoters,O
12421409_v0.xml,39,were,O
