Biobert
determine O
intracellular O
polarity O
are O
largely O
unknown O
. O
In O
Drosophila B
oocytes O
one O
of O
the O
earliest O
polar O
events O
is O
the O
positioning O
of O
the O
microtubule-organizing O
center O
( O
MTOC O
) O
. O
Here O
we O
present O
data O
that O
are O
consistent O
with O
the O
hypothesis O
that O
maelstrom O
is O
required O
for O
posterior O
positioning O
of O
the O
MTOC O
. O
Genomic O
organization O
and O
regulation O
of O
three O
cecropin O
genes O
in O
Anopheles B
gambiae I
. O
Three O
cecropin O
genes O
( O
AgCecA-C O
) O
were O
identified O
from O
Anopheles B
gambiae I
", O"
a O
major O
vector O
for O
malaria O
in O
sub-Saharan O
Africa O
. O
These O
genes O
form O
a O
cluster O
with O
AgCecA O
and O
AgCecB O
positioned O
in O
opposite O
orientation O
", O"
while O
AgCecC O
is O
downstream O
of O
AgCecA O
in O
the O
same O
direction O
. O
One O
intron O
is O
present O
in O
each O
of O
these O
three O
genes O
. O
Motif O
searches O
of O
promoter O
regions O
revealed O
elements O
that O
could O
be O
regulated O
by O
the O
NF-kappaB O
family O
of O
transcriptional O
regulators O
. O
The O
divergent O
promoter O
( O
1186 O
nucleotides O
in O
length O
) O
between O
CecA O
and O
CecB O
and O
the O
promoter O
for O
CecC O
were O
analysed O
by O
transfection O
in O
An B
. I
gambiae I
cell O
lines O
. O
Results O
showed O
that O
these O
promoters O
were O
up-regulated O
by O
lipopolysaccharide O
. O
The O
activity O
was O
further O
elevated O
when O
heat-inactivated O
microbes O
were O
used O
to O
challenge O
the O
cell O
line O
. O
At O
least O
one O
NF-kappaB O
site O
was O
required O
for O
inducible O
expression O
of O
both O
CecA O
and O
CecB O
. O
Isolation O
and O
molecular O
characterization O
of O
Musca B
domestica I
delta-9 O
desaturase O
sequences O
. O
We O
have O
isolated O
fatty O
acyl-CoA O
desaturase O
cDNA O
( O
Mdomd9 O
) O
and O
genomic O
sequences O
from O
the O
housefly O
", O"
Musca B
domestica I
. O
Two O
approximately O
1.66 O
kb O
cDNAs O
were O
recovered O
. O
They O
had O
identical O
coding O
regions O
and O
3 O
untranslated O
regions O
( O
UTRs O
) O
", O"
but O
differed O
in O
their O
5 O
UTRs O
. O
The O
open O
reading O
frame O
encodes O
a O
380 O
amino O
acid O
( O
aa O
) O
protein O
with O
82 O
% O
identity O
to O
Drosophila B
melanogaster I
desat1 O
", O"
and O
significant O
( O
> O
50 O
% O
) O
identity O
with O
other O
insect O
delta-9 O
desaturases O
. O
Functional O
analyses O
in O
a O
yeast O
expression O
system O
confirmed O
the O
cDNA O
encodes O
a O
delta9 O
desaturase O
. O
Northern O
analysis O
indicated O
two O
transcripts O
of O
1.7 O
and O
2.9 O
kb O
that O
hybridized O
specifically O
to O
the O
open O
reading O
frame O
. O
PCR O
amplification O
of O
genomic O
templates O
revealed O
three O
intron O
sites O
that O
are O
conserved O
among O
other O
insect O
species O
. O
Southern O
analysis O
of O
genomic O
DNA O
indicated O
at O
least O
two O
desaturase O
gene O
copies O
per O
haploid O
genome O
. O
There O
is O
a O
high O
degree O
of O
polymorphism O
", O"
most O
of O
which O
appears O
to O
be O
due O
to O
variable O
intron O
sequences O
; O
curiously O
", O"
individual O
flies O
had O
varying O
morphs O
of O
intron O
II O
and O
intron O
III O
. O
Together O
", O"
the O
data O
suggest O
that O
there O
are O
more O
delta9 O
desaturase O
alleles O
within O
the O
population O
studied O
than O
there O
are O
loci O
within O
the O
genome O
", O"
and O
support O
other O
studies O
suggesting O
that O
insect O
fatty O
acyl-CoA O
desaturases O
are O
a O
dynamically O
evolving O
gene O
family O
. O
CYP6B O
cytochrome O
p450 O
monooxygenases O
from O
Papilio B
canadensis I
and O
Papilio B
glaucus I
: O
potential O
contributions O
of O
sequence O
divergence O
to O
host O
plant O
associations O
. O
Two O
groups O
of O
furanocoumarin-inducible O
cytochrome O
p450 O
genes O
", O"
the O
CYP6B4 O
group O
and O
the O
CYP6B17 O
group O
", O"
characterized O
in O
two O
closely O
related O
tiger O
swallowtails O
", O"
Papilio B
glaucus I
and O
Papilio B
canadensis I
", O"
are O
induced O
to O
different O
extents O
", O"
with O
generally O
higher O
levels O
of O
CYP6B O
transcripts O
in O
P. B
glaucus I
. O
To O
investigate O
the O
evolutionary O
history O
of O
these O
CYP6B O
genes O
in O
the O
context O
of O
their O
association O
with O
furanocoumarin O
detoxification O
", O"
we O
isolated O
thirteen O
CYP6B O
genes O
from O
these O
species O
. O
Each O
of O
these O
genes O
contains O
an O
intron O
at O
a O
conserved O
position O
( O
1334 O
nucleotides O
from O
the O
translation O
start O
site O
) O
", O"
which O
varies O
in O
length O
due O
to O
three O
insertion O
/ O
deletions O
. O
The O
proximal O
5 O
end O
flanking O
sequence O
from O
the O
transcription O
initiation O
site O
is O
highly O
conserved O
( O
91-98 O
% O
nt O
identity O
) O
. O
The O
sequence O
5 O
to O
-640 O
is O
significantly O
variable O
due O
largely O
to O
the O
presence O
of O
three O
insertion O
/ O
deletions O
. O
The O
sequence O
at O
the O
3 O
end O
of O
this O
region O
contains O
a O
putative O
xenobiotic O
response O
element O
to O
xanthotoxin O
( O
XRE-xan O
) O
", O"
important O
for O
basal O
and O
xanthotoxin-inducible O
transcription O
of O
the O
P. B
polyxenes I
CYP6B1v3 O
gene O
", O"
and O
multiple O
elements O
known O
to O
regulate O
vertebrate O
phase O
I O
and O
II O
promoters O
", O"
including O
an O
XRE-AhR O
( O
Xenobiotic O
Response O
Element O
to O
Aryl O
hydrocarbon O
Receptor O
) O
", O"
an O
OCT-1 O
element O
( O
octamer O
protein O
binding O
site O
) O
", O"
an O
ARE O
( O
Antioxidant O
Response O
Element O
) O
", O"
an O
EcRE O
( O
Ecdysone O
Response O
Element O
) O
", O"
and O
an O
imperfect O
PXR O
( O
Pregnane O
X O
Receptor O
) O
responsive O
element O
( O
PRE O
) O
. O
Our O
analyses O
of O
CYP6B O
genes O
in O
these O
two O
species O
indicate O
that O
these O
genes O
are O
in O
an O
early O
stage O
of O
divergence O
and O
that O
differential O
exposure O
of O
these O
two O
species O
to O
chemically O
distinct O
host O
plants O
resulting O
from O
geographical O
isolation O
has O
had O
functional O
impacts O
not O
only O
on O
the O
coding O
regions O
of O
these O
genes O
but O
also O
on O
their O
promoter O
regions O
. O
Thus O
", O"
changes O
in O
p450 O
regulation O
as O
well O
as O
catalytic O
activity O
may O
play O
a O
role O
in O
the O
evolution O
of O
host O
plant O
associations O
in O
herbivorous O
insects O
. O
Molecular O
cloning O
and O
functional O
expression O
of O
a O
Drosophila B
receptor O
for O
the O
neuropeptides O
capa-1 O
and O
-2 O
. O
The O
Drosophila B
Genome O
Project O
website O
contains O
an O
annotated O
gene O
( O
CG14575 O
) O
for O
a O
G O
protein-coupled O
receptor O
. O
We O
cloned O
this O
receptor O
and O
found O
that O
the O
cloned O
cDNA O
did O
not O
correspond O
to O
the O
annotated O
gene O
; O
it O
partly O
contained O
different O
exons O
and O
additional O
exons O
located O
at O
the O
5 O
( O
) O
-end O
of O
the O
annotated O
gene O
. O
We O
expressed O
the O
coding O
part O
of O
the O
cloned O
cDNA O
in O
Chinese B
hamster I
ovary O
cells O
and O
found O
that O
the O
receptor O
was O
activated O
by O
two O
neuropeptides O
", O"
capa-1 O
and O
-2 O
", O"
encoded O
by O
the O
Drosophila B
capability O
gene O
. O
Database O
searches O
led O
to O
the O
identification O
of O
a O
similar O
receptor O
in O
the O
genome O
from O
the O
malaria O
mosquito O
Anopheles B
gambiae I
( O
58 O
% O
amino O
acid O
residue O
identities O
; O
76 O
% O
conserved O
residues O
; O
and O
5 O
introns O
at O
identical O
positions O
within O
the O
two O
insect O
genes O
) O
. O
Because O
capa-1 O
and O
-2 O
and O
related O
insect O
neuropeptides O
stimulate O
fluid O
secretion O
in O
insect O
Malpighian O
( O
renal O
) O
tubules O
", O"
the O
identification O
of O
this O
first O
insect O
capa O
receptor O
will O
advance O
our O
knowledge O
on O
insect O
renal O
function O
. O
In O
situ O
hybridization O
to O
the O
Rdl O
locus O
on O
polytene O
chromosome O
3L O
of O
Anopheles B
stephensi I
. O
We O
are O
interested O
in O
generating O
a O
Y-autosome O
translocation O
of O
the O
Resistance O
to O
dieldrin O
( O
Rdl O
) O
locus O
in O
the O
malaria O
vector O
mosquito O
Anopheles B
stephensi I
Liston O
( O
Diptera O
: O
Culicidae O
) O
", O"
for O
use O
in O
sterile O
insect O
release O
. O
To O
ensure O
stability O
of O
the O
system O
", O"
a O
recombination O
suppressing O
inversion O
can O
also O
be O
induced O
which O
encompasses O
the O
Rdl O
locus O
. O
As O
a O
first O
step O
", O"
here O
we O
report O
the O
cloning O
of O
fragments O
of O
the O
Rdl O
gene O
from O
both O
An B
. I
stephensi I
and O
An B
. I
gambiae I
Giles O
using O
degenerate O
primers O
in O
the O
polymerase O
chain O
reaction O
. O
These O
fragments O
encode O
the O
second O
membrane-spanning O
region O
of O
the O
gamma-aminobutyric O
acid O
receptor O
and O
show O
high O
levels O
of O
both O
nucleotide O
and O
predicted O
amino O
acid O
identity O
to O
other O
Rdl-like O
receptors O
. O
They O
confirm O
that O
", O"
as O
in O
all O
other O
arthropod O
species O
examined O
", O"
dieldrin O
resistance O
in O
An B
. I
stephensi I
is O
associated O
with O
replacement O
of O
alanine302 O
", O"
in O
this O
case O
with O
a O
serine O
. O
In O
situ O
hybridization O
of O
the O
Rdl O
probe O
to O
polytene O
chromosomes O
of O
An B
. I
stephensi I
localizes O
the O
gene O
to O
the O
left O
arm O
of O
chromosome O
3 O
( O
3L O
) O
in O
region O
45C O
. O
Rdl O
localization O
will O
enable O
us O
to O
identify O
chromosomal O
rearrangements O
encompassing O
the O
Rdl O
locus O
and O
help O
anchor O
the O
genome O
sequence O
of O
An B
. I
gambiae I
to O
the O
polytene O
map O
. O
Cloning O
and O
characterization O
of O
a O
70 O
kDa O
heat O
shock O
cognate O
gene O
( O
HSC70 O
) O
from O
two O
species O
of O
Chironomus B
. O
In O
the O
present O
study O
we O
carried O
out O
the O
isolation O
and O
characterization O
of O
an O
HSC70 O
gene O
from O
two O
midges O
", O"
Chironomus B
tentans I
and O
C. B
yoshimatsui I
. O
The O
HSC70 O
cDNAs O
are O
approximately O
2424 O
( O
C. B
tentans I
) O
and O
2464 O
bp O
( O
C. B
yoshimatsui I
) O
long O
", O"
and O
contain O
1950 O
and O
1956 O
bp O
open O
reading O
frames O
", O"
respectively O
. O
Analysis O
of O
genomic O
DNA O
revealed O
the O
presence O
of O
two O
introns O
in O
these O
genes O
. O
The O
5 O
untranslated O
regions O
of O
the O
HSC70 O
genes O
are O
adenosine-rich O
", O"
a O
feature O
found O
in O
inducible O
HSP70 O
genes O
. O
The O
nucleotide O
and O
amino O
acid O
sequences O
exhibit O
high O
identity O
with O
cytosolic O
HSC70s O
from O
other O
Dipterans O
. O
Northern O
hybridization O
indicated O
that O
HSC70 O
is O
expressed O
at O
all O
developmental O
stages O
", O"
from O
embryo O
to O
adult O
", O"
and O
Southern O
hybridization O
confirmed O
the O
presence O
of O
multiple O
HSP70 O
genes O
in O
Chironomus B
. O
B96Bom O
encodes O
a O
Bombyx B
mori I
tyramine O
receptor O
negatively O
coupled O
to O
adenylate O
cyclase O
. O
A O
cDNA O
encoding O
a O
biogenic O
amine O
receptor O
( O
B96Bom O
) O
was O
isolated O
from O
silkworm B
( O
Bombyx B
mori I
) O
larvae O
", O"
and O
the O
ligand O
response O
of O
the O
receptor O
stably O
expressed O
in O
HEK-293 O
cells O
was O
examined O
. O
Tyramine O
( O
TA O
) O
at O
0.1-100 O
micro O
m O
reduced O
forskolin O
( O
10 O
micro O
m O
) O
-stimulated O
intracellular O
cAMP O
levels O
by O
approximately O
40 O
% O
. O
The O
inhibitory O
effect O
of O
TA O
at O
1 O
micro O
m O
was O
abolished O
by O
yohimbine O
and O
chlorpromazine O
( O
each O
10 O
micro O
m O
) O
. O
Although O
octopamine O
( O
OA O
) O
also O
reduced O
the O
cAMP O
levels O
", O"
the O
potency O
was O
at O
least O
two O
orders O
of O
magnitude O
lower O
than O
that O
of O
TA O
. O
Furthermore O
", O"
unlabelled O
TA O
( O
IC50 O
= O
5.2 O
nm O
) O
inhibited O
specific O
[ O
3H O
] O
TA O
binding O
to O
the O
membranes O
of O
B96Bom-transfected O
HEK-293 O
cells O
more O
potently O
than O
did O
OA O
( O
IC50 O
= O
1.4 O
micro O
m O
) O
and O
dopamine O
( O
IC50 O
= O
1.7 O
micro O
m O
) O
. O
Taken O
together O
with O
the O
result O
of O
phylogenetic O
analysis O
", O"
these O
findings O
indicate O
that O
the O
B96Bom O
receptor O
is O
a O
B. B
mori I
TA O
receptor O
", O"
which O
is O
negatively O
coupled O
to O
adenylate O
cyclase O
. O
The O
use O
of O
this O
expression O
system O
should O
facilitate O
physiological O
studies O
of O
TA O
receptors O
as O
well O
as O
structure-activity O
studies O
of O
TA O
receptor O
ligands O
. O
Structure O
and O
evolution O
of O
the O
luciferin-regenerating O
enzyme O
( O
LRE O
) O
gene O
from O
the O
firefly O
Photinus B
pyralis I
. O
To O
study O
the O
structural O
features O
of O
genes O
for O
the O
luciferin-regenerating O
enzyme O
( O
LRE O
) O
", O"
the O
entire O
gene O
along O
with O
524 O
bp O
of O
upstream O
sequence O
was O
determined O
from O
Photinus B
pyralis I
( O
Coleoptera O
: O
Lampyridae O
) O
. O
The O
LRE O
gene O
revealed O
an O
open O
reading O
frame O
composed O
of O
five O
exons O
divided O
by O
four O
introns O
ranging O
in O
size O
from O
47 O
to O
904 O
bp O
. O
The O
deduced O
LRE O
amino O
acid O
sequence O
showed O
identity O
to O
senescence O
marker O
protein-30 O
( O
SMP30 O
) O
from O
a O
number O
of O
insects O
and O
mammals O
including O
four O
putative O
SMP30 O
sequences O
from O
Anopheles B
gambiae I
. O
Gene O
structure O
comparisons O
showed O
some O
intron O
/ O
exon O
site O
conservation O
with O
A. B
gambiae I
and O
mammalian O
SMP30 O
proteins O
but O
not O
Drosophila B
. O
LRE O
and O
luciferase O
sequence O
comparisons O
revealed O
two O
conserved O
putative O
luciferin-binding O
sites O
. O
The O
evolution O
of O
LRE O
was O
discussed O
in O
relation O
to O
its O
function O
. O
The O
AmCREB O
gene O
is O
an O
ortholog O
of O
the O
mammalian O
CREB O
/ O
CREM O
family O
of O
transcription O
factors O
and O
encodes O
several O
splice O
variants O
in O
the O
honeybee B
brain O
. O
The O
transcription O
factor O
CREB O
( O
cAMP O
response O
element O
binding O
protein O
) O
is O
required O
for O
the O
switch O
from O
short-term O
to O
long-term O
synaptic O
plasticity O
and O
from O
short-term O
to O
long-term O
memory O
. O
Its O
activity O
is O
regulated O
by O
the O
cAMP-dependent O
signalling O
cascade O
", O"
which O
has O
been O
shown O
to O
play O
a O
crucial O
role O
in O
the O
honeybee B
s O
long-term O
memory O
formation O
. O
To O
elucidate O
the O
role O
of O
the O
CREB O
in O
honeybee O
memory O
formation O
we O
analysed O
a O
CREB-homologous O
gene O
", O"
AmCREB O
", O"
which O
is O
expressed O
as O
several O
transcripts O
in O
the O
honeybee B
brain O
. O
Eight O
transcripts O
have O
been O
identified O
( O
AmCREB O
1-8 O
) O
that O
are O
generated O
by O
alternate O
splicing O
. O
One O
antibody O
generated O
against O
a O
subset O
of O
these O
variants O
reveals O
a O
cytosolic O
localization O
in O
the O
mushroom O
body O
alpha-lobes O
", O"
the O
glomeruli O
of O
the O
antennal O
lobes O
", O"
the O
protocerebral O
lobes O
", O"
the O
central O
complex O
and O
in O
the O
optical O
lobes O
. O
Cloning O
of O
a O
putative O
Bombyx B
mori I
TFIIB-related O
factor O
( O
BRF O
) O
. O
To O
identify O
the O
protein O
domains O
responsible O
for O
its O
conserved O
and O
specialized O
functions O
", O"
putative O
TFIIB-Related O
Factor O
( O
BRF O
) O
from O
the O
silkworm B
( O
Bombyx B
mori I
) O
was O
compared O
with O
BRFs O
from O
other O
organisms O
. O
The O
Bombyx B
BRF O
coding O
region O
was O
assembled O
from O
three O
separate O
and O
overlapping O
cDNA O
fragments O
. O
Fragments O
encoding O
the O
middle O
portion O
and O
the O
3 O
end O
were O
discovered O
in O
the O
Bombyx B
mori I
Genome O
Project O
`` O
Silkbase O
'' O
collection O
through O
sequence O
homology O
with O
human B
BRF1 O
", O"
and O
the O
fragment O
encoding O
the O
N-terminus O
was O
isolated O
in O
our O
laboratory O
using O
the O
5 O
RACE O
method O
. O
Southern O
analysis O
showed O
that O
silkworm B
BRF O
is O
encoded O
by O
a O
single-copy O
gene O
. O
Bombyx B
BRF O
contains O
the O
following O
domains O
that O
have O
been O
noted O
in O
all O
other O
BRFs O
", O"
and O
that O
are O
likely O
", O"
therefore O
", O"
to O
provide O
highly O
conserved O
functions O
: O
a O
zinc O
finger O
domain O
", O"
an O
imperfect O
repeat O
", O"
three O
`` O
BRF O
Homology O
'' O
domains O
", O"
and O
an O
acidic O
domain O
at O
the O
C-terminus O
. O
As O
expected O
from O
the O
evolutionary O
relationships O
among O
insects O
and O
mammals O
", O"
Bombyx B
BRF O
is O
more O
similar O
overall O
to O
Drosophila B
BRF O
( O
55 O
% O
identical O
) O
than O
to O
human B
BRF1 O
( O
42 O
% O
identical O
) O
. O
Detailed O
examination O
of O
individual O
domains O
reveals O
a O
remarkable O
exception O
", O"
however O
. O
Domain O
II O
of O
Bombyx B
BRF O
is O
more O
similar O
to O
its O
human O
counterpart O
than O
to O
Drosophila B
Domain O
II O
. O
This O
result O
indicates O
that O
Domain O
II O
has O
undergone O
unusual O
divergence O
in O
Drosophila B
", O"
and O
suggests O
a O
structural O
basis O
for O
Drosophila B
BRF O
s O
unique O
pattern O
of O
interaction O
with O
other O
transcription O
factors O
. O
Analysis O
of O
the O
insect O
os-d-like O
gene O
family O
. O
Insect O
OS-D-like O
proteins O
", O"
also O
known O
as O
chemosensory O
( O
CSP O
) O
or O
sensory O
appendage O
proteins O
( O
SAP O
) O
", O"
are O
broadly O
expressed O
in O
various O
insect O
tissues O
", O"
where O
they O
are O
thought O
to O
bind O
short O
to O
medium O
chain O
length O
fatty O
acids O
and O
their O
derivatives O
. O
Although O
their O
specific O
function O
remains O
uncertain O
", O"
OS-D-like O
members O
have O
been O
isolated O
from O
sensory O
organs O
( O
including O
the O
sensillum O
lymph O
in O
some O
cases O
) O
", O"
and O
a O
role O
in O
olfaction O
similar O
to O
that O
of O
the O
insect O
odorant O
binding O
proteins O
( O
OBP O
) O
has O
been O
suggested O
for O
some O
. O
We O
have O
identified O
15 O
new O
OS-D-like O
sequences O
: O
four O
from O
cDNA O
clones O
described O
herein O
and O
11 O
from O
sequence O
databases O
. O
The O
os-d-like O
genes O
from O
the O
Anopheles B
gambiae I
", O"
Apis B
mellifera I
", O"
Drosophila B
melanogaster I
", O"
and O
Drosophila B
pseudoobscura I
genomes O
typically O
have O
single O
", O"
small O
introns O
with O
a O
conserved O
splice O
site O
. O
Together O
with O
all O
family O
members O
entered O
on O
GenBank O
", O"
a O
total O
of O
70 O
OS-D-like O
proteins O
", O"
representing O
the O
insect O
orders O
Diptera O
", O"
Dictyoptera O
", O"
Hymenoptera O
", O"
Lepidoptera O
", O"
Orthoptera O
", O"
and O
Phasmatodea O
", O"
were O
analyzed O
. O
A O
neighbor O
joining O
distance O
phenogram O
identified O
several O
protein O
similarity O
classes O
that O
were O
characterized O
by O
highly O
conserved O
sequence O
motifs O
", O"
including O
( O
A O
) O
N-terminal O
YTTKYDN O
( O
V O
/ O
I O
) O
( O
N O
/ O
D O
) O
( O
L O
/ O
V O
) O
DEIL O
", O"
( O
B O
) O
central O
DGKELKXX O
( O
I O
/ O
L O
) O
PDAL O
", O"
and O
( O
C O
) O
C-terminal O
KYDP O
. O
In O
contrast O
", O"
three O
similarity O
classes O
were O
characterized O
by O
their O
diversion O
from O
these O
conserved O
motifs O
. O
The O
functional O
importance O
of O
conserved O
amino O
acid O
residues O
is O
discussed O
in O
relation O
to O
the O
crystal O
and O
NMR O
structures O
of O
MbraCSPA6 O
. O
Functional O
specialization O
among O
insect O
chitinase O
family O
genes O
revealed O
by O
RNA O
interference O
. O
The O
biological O
functions O
of O
individual O
members O
of O
the O
large O
family O
of O
chitinase-like O
proteins O
from O
the O
red O
flour O
beetle O
", O"
Tribolium B
castaneum I
( O
Tc O
) O
", O"
were O
examined O
by O
using O
gene-specific O
RNAi O
. O
One O
chitinase O
", O"
TcCHT5 O
", O"
was O
found O
to O
be O
required O
for O
pupal-adult O
molting O
only O
. O
A O
lethal O
phenotype O
was O
observed O
when O
the O
transcript O
level O
of O
TcCHT5 O
was O
down-regulated O
by O
injection O
of O
TcCHT5-specific O
dsRNA O
into O
larvae O
. O
The O
larvae O
had O
metamorphosed O
into O
pupae O
and O
then O
to O
pharate O
adults O
but O
did O
not O
complete O
adult O
eclosion O
. O
Specific O
knockdown O
of O
transcripts O
for O
another O
chitinase O
", O"
TcCHT10 O
", O"
which O
has O
multiple O
catalytic O
domains O
", O"
prevented O
embryo O
hatch O
", O"
larval O
molting O
", O"
pupation O
", O"
and O
adult O
metamorphosis O
", O"
indicating O
a O
vital O
role O
for O
TcCHT10 O
during O
each O
of O
these O
processes O
. O
A O
third O
chitinase-like O
protein O
", O"
TcCHT7 O
", O"
was O
required O
for O
abdominal O
contraction O
and O
wing O
/ O
elytra O
extension O
immediately O
after O
pupation O
but O
was O
dispensable O
for O
larval-larval O
molting O
", O"
pupation O
", O"
and O
adult O
eclosion O
. O
The O
wing O
/ O
elytra O
abnormalities O
found O
in O
TcCHT7-silenced O
pupae O
were O
also O
manifest O
in O
the O
ensuing O
adults O
. O
A O
fourth O
chitinase-like O
protein O
", O"
TcIDGF4 O
", O"
exhibited O
no O
chitinolytic O
activity O
but O
contributed O
to O
adult O
eclosion O
. O
No O
phenotypic O
effects O
were O
observed O
after O
knockdown O
of O
transcripts O
for O
several O
other O
chitinase-like O
proteins O
", O"
including O
imaginal O
disk O
growth O
factor O
IDGF2 O
. O
These O
data O
indicate O
functional O
specialization O
among O
insect O
chitinase O
family O
genes O
", O"
primarily O
during O
the O
molting O
process O
", O"
and O
provide O
a O
biological O
rationale O
for O
the O
presence O
of O
a O
large O
assortment O
of O
chitinase-like O
proteins O
. O
CNAct-1 O
gene O
is O
differentially O
expressed O
in O
the O
subtropical O
mosquito O
Culex B
nigripalpus I
( O
Diptera O
: O
Culicidae O
) O
", O"
the O
primary O
West O
Nile O
Virus O
vector O
in O
Florida B
. O
Analysis O
of O
differentially O
expressed O
genes O
is O
a O
common O
molecular O
biological O
tool O
to O
investigate O
changes O
in O
mosquito O
genes O
